Accident year,Casualty sex,Casualty age,Weather condition,Accident month,Killed or seriously injured
2018,Female,85,Raining no high winds,September,2
2018,Female,85,Raining no high winds,November,2
2018,Female,85,Fine + high winds,February,1
2018,Female,85,Raining + high winds,February,1
2018,Female,86,Fine no high winds,January,1
2018,Female,86,Fine no high winds,February,3
2018,Female,86,Fine no high winds,March,1
2018,Female,86,Fine no high winds,April,3
2018,Female,86,Fine no high winds,May,9
2018,Female,86,Fine no high winds,June,4
2018,Female,86,Fine no high winds,July,7
2018,Female,86,Fine no high winds,August,4
2018,Female,86,Fine no high winds,September,6
2018,Female,86,Fine no high winds,October,4
2018,Female,86,Fine no high winds,November,6
2018,Female,86,Fine no high winds,December,6
2018,Female,86,Raining no high winds,February,1
2018,Female,86,Raining no high winds,July,1
2018,Female,86,Raining no high winds,October,1
2018,Female,86,Raining no high winds,November,2
2018,Female,86,Raining + high winds,November,1
2018,Female,86,Raining + high winds,December,1
2018,Female,87,Fine no high winds,January,1
2018,Female,87,Fine no high winds,February,2
2018,Female,87,Fine no high winds,March,1
2018,Female,87,Fine no high winds,April,3
2018,Female,87,Fine no high winds,May,6
2018,Female,87,Fine no high winds,July,6
2018,Female,87,Fine no high winds,August,4
2018,Female,87,Fine no high winds,September,6
2018,Female,87,Fine no high winds,October,4
2018,Female,87,Fine no high winds,November,6
2018,Female,87,Fine no high winds,December,4
2018,Female,87,Raining no high winds,August,1
2018,Female,87,Raining no high winds,October,1
2018,Female,87,Raining no high winds,November,1
2018,Female,87,Raining no high winds,December,2
2018,Female,88,Fine no high winds,January,6
2018,Female,88,Fine no high winds,February,2
2018,Female,88,Fine no high winds,April,3
2018,Female,88,Fine no high winds,May,4
2018,Female,88,Fine no high winds,June,2
2018,Female,88,Fine no high winds,July,2
2018,Female,88,Fine no high winds,September,3
2018,Female,88,Fine no high winds,October,1
2018,Female,88,Fine no high winds,November,5
2018,Female,88,Fine no high winds,December,5
2018,Female,88,Raining no high winds,January,1
2018,Female,88,Raining no high winds,March,2
2018,Female,88,Raining no high winds,April,1
2018,Female,88,Raining no high winds,August,1
2018,Female,88,Raining no high winds,September,1
2018,Female,88,Raining no high winds,November,1
2018,Female,89,Fine no high winds,January,1
2018,Female,89,Fine no high winds,February,3
2018,Female,89,Fine no high winds,March,3
2018,Female,89,Fine no high winds,April,2
2018,Female,89,Fine no high winds,May,2
2018,Female,89,Fine no high winds,June,2
2018,Female,89,Fine no high winds,July,4
2018,Female,89,Fine no high winds,August,4
2018,Female,89,Fine no high winds,September,4
2018,Female,89,Fine no high winds,October,5
2018,Female,89,Fine no high winds,November,2
2018,Female,89,Fine no high winds,December,2
2018,Female,89,Raining no high winds,February,2
2018,Female,89,Raining no high winds,April,1
2018,Female,89,Raining no high winds,September,1
2018,Female,90,Fine no high winds,February,1
2018,Female,90,Fine no high winds,March,1
2018,Female,90,Fine no high winds,April,2
2018,Female,90,Fine no high winds,June,3
2018,Female,90,Fine no high winds,July,2
2018,Female,90,Fine no high winds,August,1
2018,Female,90,Fine no high winds,September,6
2018,Female,90,Fine no high winds,October,1
2018,Female,90,Fine no high winds,November,2
2018,Female,90,Fine no high winds,December,2
2018,Female,90,Raining no high winds,January,1
2018,Female,90,Raining no high winds,February,1
2018,Female,90,Raining no high winds,October,1
2018,Female,90,Fine + high winds,November,1
2018,Female,91,Fine no high winds,January,2
2018,Female,91,Fine no high winds,February,1
2018,Female,91,Fine no high winds,March,1
2018,Female,91,Fine no high winds,April,1
2018,Female,91,Fine no high winds,June,1
2018,Female,91,Fine no high winds,August,2
2018,Female,91,Raining no high winds,October,1
2018,Female,91,Raining no high winds,November,1
2018,Female,91,Fine + high winds,January,1
2018,Female,91,Fine + high winds,October,1
2018,Female,91,Fine + high winds,November,1
2018,Female,92,Fine no high winds,May,1
2018,Female,92,Fine no high winds,June,1
2018,Female,92,Fine no high winds,July,1
2018,Female,92,Fine no high winds,August,1
2018,Female,92,Fine no high winds,October,3
2018,Female,92,Fine no high winds,December,3
2018,Female,92,Raining no high winds,December,2
2018,Female,93,Fine no high winds,May,1
2018,Female,93,Fine no high winds,July,3
2018,Female,93,Fine no high winds,August,1
2018,Female,93,Fine no high winds,September,1
2018,Female,93,Fine no high winds,October,1
2018,Female,93,Fine no high winds,November,1
2018,Female,93,Fine no high winds,December,3
2018,Female,94,Fine no high winds,January,1
2018,Female,94,Fine no high winds,March,1
2018,Female,94,Fine no high winds,June,2
2018,Female,94,Fine no high winds,July,2
2018,Female,94,Fine no high winds,November,1
2018,Female,94,Raining no high winds,December,1
2018,Female,94,Raining + high winds,December,1
2018,Female,95,Fine no high winds,January,1
2018,Female,95,Fine no high winds,July,2
2018,Female,95,Fine no high winds,August,2
2018,Female,95,Fine no high winds,September,1
2018,Female,96,Fine no high winds,April,1
2018,Female,96,Fine no high winds,May,1
2018,Female,96,Fine no high winds,November,1
2018,Female,96,Fine + high winds,March,1
2018,Female,97,Fine no high winds,January,1
2018,Female,97,Fine no high winds,March,1
2018,Female,97,Fine no high winds,April,1
2018,Female,97,Raining no high winds,June,1
2018,Female,98,Fine no high winds,February,1
2018,Female,98,Fine no high winds,August,1
2018,Female,98,Fine no high winds,December,2
2018,Female,100,Fine no high winds,December,1
2017,Female,0,Fine no high winds,January,1
2017,Female,0,Fine no high winds,March,2
2017,Female,0,Fine no high winds,May,1
2017,Female,0,Fine no high winds,September,1
2017,Female,0,Fine no high winds,October,1
2017,Female,0,Raining + high winds,June,1
2017,Female,1,Fine no high winds,February,2
2017,Female,1,Fine no high winds,April,1
2017,Female,1,Fine no high winds,June,4
2017,Female,1,Fine no high winds,July,5
2017,Female,1,Fine no high winds,August,3
2017,Female,1,Fine no high winds,September,2
2017,Female,1,Fine no high winds,November,2
2017,Female,1,Fine no high winds,December,1
2017,Female,1,Raining no high winds,July,1
2017,Female,1,Raining no high winds,December,1
2017,Female,2,Fine no high winds,January,1
2017,Female,2,Fine no high winds,February,2
2017,Female,2,Fine no high winds,July,6
2017,Female,2,Fine no high winds,August,2
2017,Female,2,Fine no high winds,October,2
2017,Female,2,Fine no high winds,November,2
2017,Female,2,Fine no high winds,December,2
2017,Female,2,Raining no high winds,April,1
2017,Female,2,Raining no high winds,September,1
2017,Female,2,Raining no high winds,October,1
2017,Female,3,Fine no high winds,March,3
2017,Female,3,Fine no high winds,April,2
2017,Female,3,Fine no high winds,June,3
2017,Female,3,Fine no high winds,July,2
2017,Female,3,Fine no high winds,August,3
2017,Female,3,Fine no high winds,September,1
2017,Female,3,Fine no high winds,October,5
2017,Female,3,Fine no high winds,November,1
2017,Female,3,Raining no high winds,February,2
2017,Female,3,Fine + high winds,June,1
2017,Female,4,Fine no high winds,January,1
2017,Female,4,Fine no high winds,February,2
2017,Female,4,Fine no high winds,March,1
2017,Female,4,Fine no high winds,June,9
2017,Female,4,Fine no high winds,July,5
2017,Female,4,Fine no high winds,August,4
2017,Female,4,Fine no high winds,September,3
2017,Female,4,Fine no high winds,October,2
2017,Female,4,Raining no high winds,March,1
2017,Female,4,Raining no high winds,September,1
2017,Female,4,Fine + high winds,February,1
2017,Female,4,Fine + high winds,October,1
2017,Female,5,Fine no high winds,March,1
2017,Female,5,Fine no high winds,April,2
2017,Female,5,Fine no high winds,May,2
2017,Female,5,Fine no high winds,June,5
2017,Female,5,Fine no high winds,July,4
2017,Female,5,Fine no high winds,August,1
2017,Female,5,Fine no high winds,September,2
2017,Female,5,Fine no high winds,October,4
2017,Female,5,Fine no high winds,November,1
2017,Female,5,Fine no high winds,December,2
2017,Female,5,Raining no high winds,January,1
2017,Female,5,Raining no high winds,May,1
2017,Female,5,Raining no high winds,October,1
2017,Female,5,Raining + high winds,December,2
2017,Female,6,Fine no high winds,January,1
2017,Female,6,Fine no high winds,March,2
2017,Female,6,Fine no high winds,April,3
2017,Female,6,Fine no high winds,May,4
2017,Female,6,Fine no high winds,June,4
2017,Female,6,Fine no high winds,July,2
2017,Female,6,Fine no high winds,September,2
2017,Female,6,Fine no high winds,October,5
2017,Female,6,Fine no high winds,December,5
2017,Female,6,Raining no high winds,February,1
2017,Female,6,Raining no high winds,December,1
2017,Female,7,Fine no high winds,January,1
2017,Female,7,Fine no high winds,February,2
2017,Female,7,Fine no high winds,March,4
2017,Female,7,Fine no high winds,April,2
2017,Female,7,Fine no high winds,May,3
2017,Female,7,Fine no high winds,June,8
2017,Female,7,Fine no high winds,July,6
2017,Female,7,Fine no high winds,August,3
2017,Female,7,Fine no high winds,September,3
2017,Female,7,Fine no high winds,October,2
2017,Female,7,Fine no high winds,November,1
2017,Female,7,Fine no high winds,December,1
2017,Female,7,Raining no high winds,February,1
2017,Female,7,Raining no high winds,June,1
2017,Female,7,Raining no high winds,September,1
2017,Female,7,Raining + high winds,October,1
2017,Female,8,Fine no high winds,January,3
2017,Female,8,Fine no high winds,February,2
2017,Female,8,Fine no high winds,March,2
2017,Female,8,Fine no high winds,April,4
2017,Female,8,Fine no high winds,May,5
2017,Female,8,Fine no high winds,June,2
2017,Female,8,Fine no high winds,July,7
2017,Female,8,Fine no high winds,August,6
2017,Female,8,Fine no high winds,September,5
2017,Female,8,Fine no high winds,October,1
2017,Female,8,Fine no high winds,November,1
2017,Female,8,Fine no high winds,December,2
2017,Female,8,Raining no high winds,October,1
2017,Female,8,Fine + high winds,October,1
2017,Female,9,Fine no high winds,January,3
2017,Female,9,Fine no high winds,February,1
2017,Female,9,Fine no high winds,March,6
2017,Female,9,Fine no high winds,April,5
2017,Female,9,Fine no high winds,May,3
2017,Female,9,Fine no high winds,June,3
2017,Female,9,Fine no high winds,July,3
2017,Female,9,Fine no high winds,August,4
2017,Female,9,Fine no high winds,September,3
2017,Female,9,Fine no high winds,October,3
2017,Female,9,Fine no high winds,November,2
2017,Female,9,Raining no high winds,March,1
2017,Female,9,Raining no high winds,July,3
2017,Female,9,Raining no high winds,September,1
2017,Female,9,Fine + high winds,December,1
2017,Female,10,Fine no high winds,January,2
2017,Female,10,Fine no high winds,February,2
2017,Female,10,Fine no high winds,March,2
2017,Female,10,Fine no high winds,April,7
2017,Female,10,Fine no high winds,May,3
2017,Female,10,Fine no high winds,June,4
2017,Female,10,Fine no high winds,July,7
2017,Female,10,Fine no high winds,August,5
2017,Female,10,Fine no high winds,September,4
2017,Female,10,Fine no high winds,October,5
2017,Female,10,Fine no high winds,November,1
2017,Female,10,Fine no high winds,December,1
2017,Female,10,Raining no high winds,January,1
2017,Female,10,Raining no high winds,May,1
2017,Female,10,Raining no high winds,June,1
2017,Female,10,Raining no high winds,August,2
2017,Female,10,Raining no high winds,September,1
2017,Female,10,Raining no high winds,October,1
2017,Female,10,Raining no high winds,December,1
2017,Female,11,Fine no high winds,January,4
2017,Female,11,Fine no high winds,February,8
2017,Female,11,Fine no high winds,March,12
2017,Female,11,Fine no high winds,April,4
2017,Female,11,Fine no high winds,May,8
2017,Female,11,Fine no high winds,June,4
2017,Female,11,Fine no high winds,July,1
2017,Female,11,Fine no high winds,August,4
2017,Female,11,Fine no high winds,September,11
2017,Female,11,Fine no high winds,October,9
2017,Female,11,Fine no high winds,November,3
2017,Female,11,Fine no high winds,December,2
2017,Female,11,Raining no high winds,January,2
2017,Female,11,Raining no high winds,March,1
2017,Female,11,Raining no high winds,June,1
2017,Female,11,Raining no high winds,November,1
2017,Female,11,Raining no high winds,December,3
2017,Female,11,Fine + high winds,February,1
2017,Female,11,Fine + high winds,June,1
2017,Female,11,Raining + high winds,June,1
2017,Female,11,Fog or mist,January,1
2017,Female,12,Fine no high winds,January,3
2017,Female,12,Fine no high winds,February,3
2017,Female,12,Fine no high winds,March,5
2017,Female,12,Fine no high winds,April,5
2017,Female,12,Fine no high winds,May,9
2017,Female,12,Fine no high winds,June,8
2017,Female,12,Fine no high winds,July,8
2017,Female,12,Fine no high winds,August,2
2017,Female,12,Fine no high winds,September,8
2017,Female,12,Fine no high winds,October,5
2017,Female,12,Fine no high winds,November,8
2017,Female,12,Fine no high winds,December,8
2017,Female,12,Raining no high winds,January,1
